mobile1_id,mobile2_id,date,i_stime,i_etime
48,49,2006-08-20,15:04:28,15:04:28
30,46,2006-08-20,15:04:29,15:04:29
33,60,2006-08-20,15:04:29,15:04:29
34,46,2006-08-20,15:04:29,15:04:29
38,46,2006-08-20,15:04:29,15:04:42
44,46,2006-08-20,15:04:29,15:04:29
56,62,2006-08-20,15:04:29,15:04:29
2,14,2006-08-20,15:04:30,15:04:30
23,58,2006-08-20,15:04:30,15:04:30
23,60,2006-08-20,15:04:30,15:04:32
2,54,2006-08-20,15:04:30,15:04:30
2,58,2006-08-20,15:04:30,15:04:30
59,60,2006-08-20,15:04:30,15:04:41
14,51,2006-08-20,15:04:31,15:04:31
25,54,2006-08-20,15:04:31,15:05:14
25,61,2006-08-20,15:04:31,15:04:31
34,43,2006-08-20,15:04:31,15:04:41
34,50,2006-08-20,15:04:31,15:04:49
36,43,2006-08-20,15:04:31,15:04:31
38,43,2006-08-20,15:04:31,15:04:31
43,50,2006-08-20,15:04:31,15:04:52
51,55,2006-08-20,15:04:31,15:04:31
6,51,2006-08-20,15:04:31,15:04:31
7,25,2006-08-20,15:04:31,15:04:31
9,43,2006-08-20,15:04:31,15:04:31
18,49,2006-08-20,15:04:32,15:04:32
23,39,2006-08-20,15:04:32,15:04:32
23,57,2006-08-20,15:04:32,15:04:32
29,48,2006-08-20,15:04:32,15:04:32
29,49,2006-08-20,15:04:32,15:04:32
32,48,2006-08-20,15:04:32,15:04:32
41,48,2006-08-20,15:04:32,15:04:59
41,49,2006-08-20,15:04:32,15:04:41
47,48,2006-08-20,15:04:32,15:04:32
1,33,2006-08-20,15:04:34,15:04:34
33,58,2006-08-20,15:04:34,15:04:34
52,58,2006-08-20,15:04:34,15:04:34
52,59,2006-08-20,15:04:34,15:05:04
7,33,2006-08-20,15:04:34,15:04:34
17,18,2006-08-20,15:04:35,15:04:35
17,26,2006-08-20,15:04:35,15:04:35
17,29,2006-08-20,15:04:35,15:04:35
19,49,2006-08-20,15:04:35,15:04:35
28,30,2006-08-20,15:04:35,15:04:47
11,55,2006-08-20,15:04:36,15:04:36
42,45,2006-08-20,15:04:36,15:04:36
9,11,2006-08-20,15:04:36,15:04:36
10,53,2006-08-20,15:04:37,15:04:37
11,38,2006-08-20,15:04:37,15:04:37
13,38,2006-08-20,15:04:37,15:04:37
17,22,2006-08-20,15:04:37,15:04:37
21,58,2006-08-20,15:04:37,15:04:39
30,38,2006-08-20,15:04:37,15:04:37
35,58,2006-08-20,15:04:37,15:04:37
5,10,2006-08-20,15:04:37,15:04:37
6,35,2006-08-20,15:04:37,15:04:37
7,58,2006-08-20,15:04:37,15:04:37
41,45,2006-08-20,15:04:38,15:04:38
8,15,2006-08-20,15:04:38,15:04:38
8,50,2006-08-20,15:04:38,15:04:38
8,9,2006-08-20,15:04:38,15:04:38
1,21,2006-08-20,15:04:39,15:04:51
13,16,2006-08-20,15:04:39,15:05:19
13,38,2006-08-20,15:04:39,15:04:39
13,44,2006-08-20,15:04:39,15:04:39
13,46,2006-08-20,15:04:39,15:04:39
14,21,2006-08-20,15:04:39,15:04:39
19,29,2006-08-20,15:04:39,15:04:39
20,26,2006-08-20,15:04:39,15:04:39
2,14,2006-08-20,15:04:39,15:04:58
21,54,2006-08-20,15:04:39,15:04:39
22,26,2006-08-20,15:04:39,15:04:39
26,29,2006-08-20,15:04:39,15:04:39
26,49,2006-08-20,15:04:39,15:04:39
12,54,2006-08-20,15:04:40,15:04:40
1,54,2006-08-20,15:04:40,15:05:00
15,51,2006-08-20,15:04:40,15:04:40
21,54,2006-08-20,15:04:40,15:04:40
23,39,2006-08-20,15:04:40,15:04:54
28,36,2006-08-20,15:04:40,15:04:40
30,40,2006-08-20,15:04:40,15:05:00
3,15,2006-08-20,15:04:40,15:04:40
3,55,2006-08-20,15:04:40,15:04:40
36,38,2006-08-20,15:04:40,15:05:05
39,61,2006-08-20,15:04:40,15:04:40
4,39,2006-08-20,15:04:40,15:04:40
47,49,2006-08-20,15:04:40,15:04:47
50,55,2006-08-20,15:04:40,15:04:40
54,59,2006-08-20,15:04:40,15:05:00
54,60,2006-08-20,15:04:40,15:04:40
7,54,2006-08-20,15:04:40,15:04:40
12,59,2006-08-20,15:04:41,15:04:41
27,45,2006-08-20,15:04:41,15:04:41
27,48,2006-08-20,15:04:41,15:05:04
31,41,2006-08-20,15:04:41,15:04:41
34,35,2006-08-20,15:04:41,15:04:41
34,55,2006-08-20,15:04:41,15:04:41
59,61,2006-08-20,15:04:41,15:04:41
7,23,2006-08-20,15:04:41,15:04:41
7,54,2006-08-20,15:04:41,15:05:40
7,61,2006-08-20,15:04:41,15:04:41
2,11,2006-08-20,15:04:42,15:04:42
33,44,2006-08-20,15:04:42,15:04:42
3,44,2006-08-20,15:04:42,15:04:42
35,46,2006-08-20,15:04:42,15:04:42
36,46,2006-08-20,15:04:42,15:04:42
46,51,2006-08-20,15:04:42,15:05:05
9,44,2006-08-20,15:04:42,15:04:42
1,59,2006-08-20,15:04:43,15:04:43
1,61,2006-08-20,15:04:43,15:04:43
3,9,2006-08-20,15:04:43,15:04:43
58,59,2006-08-20,15:04:43,15:04:56
7,59,2006-08-20,15:04:43,15:04:43
8,9,2006-08-20,15:04:43,15:04:43
9,13,2006-08-20,15:04:43,15:04:45
9,44,2006-08-20,15:04:43,15:04:45
9,46,2006-08-20,15:04:43,15:04:45
10,53,2006-08-20,15:04:44,15:04:44
16,34,2006-08-20,15:04:44,15:05:00
16,40,2006-08-20,15:04:44,15:04:44
16,43,2006-08-20,15:04:44,15:04:44
16,44,2006-08-20,15:04:44,15:04:44
16,50,2006-08-20,15:04:44,15:05:00
9,16,2006-08-20,15:04:44,15:04:44
15,35,2006-08-20,15:04:45,15:04:45
18,31,2006-08-20,15:04:45,15:04:45
18,32,2006-08-20,15:04:45,15:04:50
18,41,2006-08-20,15:04:45,15:04:45
18,49,2006-08-20,15:04:45,15:04:45
2,35,2006-08-20,15:04:45,15:04:45
23,52,2006-08-20,15:04:45,15:04:45
3,11,2006-08-20,15:04:45,15:04:45
34,35,2006-08-20,15:04:45,15:04:45
3,44,2006-08-20,15:04:45,15:04:45
3,55,2006-08-20,15:04:45,15:04:45
9,16,2006-08-20,15:04:45,15:04:45
9,35,2006-08-20,15:04:45,15:04:45
12,52,2006-08-20,15:04:46,15:04:46
12,60,2006-08-20,15:04:46,15:04:46
12,61,2006-08-20,15:04:46,15:04:46
15,51,2006-08-20,15:04:46,15:04:46
16,51,2006-08-20,15:04:46,15:04:46
34,51,2006-08-20,15:04:46,15:04:46
43,51,2006-08-20,15:04:46,15:04:46
9,51,2006-08-20,15:04:46,15:04:46
19,26,2006-08-20,15:04:47,15:04:59
30,36,2006-08-20,15:04:47,15:04:47
18,48,2006-08-20,15:04:48,15:04:48
23,60,2006-08-20,15:04:48,15:04:48
60,61,2006-08-20,15:04:48,15:04:48
6,11,2006-08-20,15:04:48,15:04:48
6,15,2006-08-20,15:04:48,15:04:53
6,21,2006-08-20,15:04:48,15:05:32
6,33,2006-08-20,15:04:48,15:04:48
15,33,2006-08-20,15:04:49,15:04:49
2,33,2006-08-20,15:04:49,15:04:49
28,30,2006-08-20,15:04:49,15:04:49
3,33,2006-08-20,15:04:49,15:04:49
33,34,2006-08-20,15:04:49,15:04:49
38,43,2006-08-20,15:04:49,15:04:49
40,50,2006-08-20,15:04:49,15:04:49
50,51,2006-08-20,15:04:49,15:04:49
54,58,2006-08-20,15:04:49,15:05:14
8,33,2006-08-20,15:04:49,15:04:49
9,50,2006-08-20,15:04:49,15:04:49
1,14,2006-08-20,15:04:50,15:04:50
13,51,2006-08-20,15:04:50,15:04:50
14,54,2006-08-20,15:04:50,15:04:50
17,19,2006-08-20,15:04:50,15:05:20
32,48,2006-08-20,15:04:50,15:04:50
9,13,2006-08-20,15:04:50,15:05:21
11,21,2006-08-20,15:04:51,15:04:51
21,33,2006-08-20,15:04:51,15:04:51
23,57,2006-08-20,15:04:51,15:04:51
24,29,2006-08-20,15:04:51,15:04:51
27,45,2006-08-20,15:04:51,15:04:51
39,57,2006-08-20,15:04:51,15:04:51
4,56,2006-08-20,15:04:51,15:04:51
1,8,2006-08-20,15:04:52,15:04:52
30,43,2006-08-20,15:04:52,15:05:10
3,8,2006-08-20,15:04:52,15:05:38
40,43,2006-08-20,15:04:52,15:04:52
43,55,2006-08-20,15:04:52,15:04:52
47,48,2006-08-20,15:04:52,15:04:52
8,16,2006-08-20,15:04:52,15:05:00
8,34,2006-08-20,15:04:52,15:04:52
8,44,2006-08-20,15:04:52,15:04:52
11,15,2006-08-20,15:04:53,15:04:53
15,16,2006-08-20,15:04:53,15:04:53
25,61,2006-08-20,15:04:53,15:04:53
59,61,2006-08-20,15:04:53,15:04:53
1,44,2006-08-20,15:04:54,15:04:54
16,44,2006-08-20,15:04:54,15:04:54
2,34,2006-08-20,15:04:54,15:04:54
33,46,2006-08-20,15:04:54,15:04:54
39,57,2006-08-20,15:04:54,15:04:54
4,29,2006-08-20,15:04:54,15:05:07
7,44,2006-08-20,15:04:54,15:04:54
8,44,2006-08-20,15:04:54,15:04:54
8,46,2006-08-20,15:04:54,15:04:54
9,34,2006-08-20,15:04:54,15:04:54
9,46,2006-08-20,15:04:54,15:05:10
11,34,2006-08-20,15:04:55,15:04:55
17,26,2006-08-20,15:04:55,15:05:06
2,11,2006-08-20,15:04:55,15:04:55
26,41,2006-08-20,15:04:55,15:04:55
3,11,2006-08-20,15:04:55,15:04:55
53,62,2006-08-20,15:04:55,15:04:55
1,14,2006-08-20,15:04:56,15:04:56
1,21,2006-08-20,15:04:56,15:04:56
1,34,2006-08-20,15:04:56,15:05:09
1,59,2006-08-20,15:04:56,15:04:56
1,7,2006-08-20,15:04:56,15:04:56
18,48,2006-08-20,15:04:56,15:04:56
31,42,2006-08-20,15:04:56,15:04:56
3,15,2006-08-20,15:04:56,15:04:56
3,33,2006-08-20,15:04:56,15:04:56
3,50,2006-08-20,15:04:56,15:04:56
36,46,2006-08-20,15:04:56,15:04:56
36,51,2006-08-20,15:04:56,15:05:17
3,9,2006-08-20,15:04:56,15:04:56
41,42,2006-08-20,15:04:56,15:04:56
42,47,2006-08-20,15:04:56,15:04:56
5,29,2006-08-20,15:04:56,15:04:56
59,61,2006-08-20,15:04:56,15:04:59
7,8,2006-08-20,15:04:56,15:04:56
8,9,2006-08-20,15:04:56,15:04:56
9,30,2006-08-20,15:04:56,15:04:56
9,34,2006-08-20,15:04:56,15:04:56
9,40,2006-08-20,15:04:56,15:04:56
9,50,2006-08-20,15:04:56,15:05:09
9,58,2006-08-20,15:04:56,15:04:56
25,44,2006-08-20,15:04:57,15:04:57
34,44,2006-08-20,15:04:57,15:05:43
1,2,2006-08-20,15:04:58,15:04:58
1,25,2006-08-20,15:04:58,15:04:58
20,22,2006-08-20,15:04:58,15:04:58
2,25,2006-08-20,15:04:58,15:05:25
5,20,2006-08-20,15:04:58,15:05:18
7,25,2006-08-20,15:04:58,15:04:58
1,55,2006-08-20,15:04:59,15:04:59
19,22,2006-08-20,15:04:59,15:04:59
25,59,2006-08-20,15:04:59,15:05:19
27,41,2006-08-20,15:04:59,15:04:59
33,55,2006-08-20,15:04:59,15:04:59
34,55,2006-08-20,15:04:59,15:05:13
41,42,2006-08-20,15:04:59,15:04:59
5,19,2006-08-20,15:04:59,15:04:59
12,54,2006-08-20,15:05:00,15:05:00
12,59,2006-08-20,15:05:00,15:05:00
16,30,2006-08-20,15:05:00,15:05:00
16,40,2006-08-20,15:05:00,15:05:00
29,37,2006-08-20,15:05:00,15:05:00
12,23,2006-08-20,15:05:01,15:05:01
22,27,2006-08-20,15:05:01,15:05:22
23,39,2006-08-20,15:05:01,15:05:01
23,57,2006-08-20,15:05:01,15:05:01
5,27,2006-08-20,15:05:01,15:05:01
21,25,2006-08-20,15:05:02,15:05:02
21,58,2006-08-20,15:05:02,15:05:16
28,38,2006-08-20,15:05:02,15:05:02
14,58,2006-08-20,15:05:03,15:05:03
1,58,2006-08-20,15:05:03,15:05:03
25,58,2006-08-20,15:05:03,15:05:03
58,59,2006-08-20,15:05:03,15:05:03
12,52,2006-08-20,15:05:04,15:05:04
19,48,2006-08-20,15:05:04,15:05:19
32,48,2006-08-20,15:05:04,15:05:04
4,56,2006-08-20,15:05:04,15:05:38
48,49,2006-08-20,15:05:04,15:05:35
52,60,2006-08-20,15:05:04,15:05:04
6,34,2006-08-20,15:05:04,15:05:17
6,59,2006-08-20,15:05:04,15:05:04
7,52,2006-08-20,15:05:04,15:05:04
16,38,2006-08-20,15:05:05,15:05:05
22,26,2006-08-20,15:05:05,15:05:05
30,51,2006-08-20,15:05:05,15:05:20
32,41,2006-08-20,15:05:05,15:05:23
32,49,2006-08-20,15:05:05,15:05:05
33,51,2006-08-20,15:05:05,15:05:05
35,38,2006-08-20,15:05:05,15:05:16
38,51,2006-08-20,15:05:05,15:05:32
41,45,2006-08-20,15:05:05,15:05:20
45,47,2006-08-20,15:05:05,15:05:05
10,29,2006-08-20,15:05:06,15:05:06
11,13,2006-08-20,15:05:06,15:05:06
11,33,2006-08-20,15:05:06,15:05:06
11,46,2006-08-20,15:05:06,15:05:06
1,21,2006-08-20,15:05:06,15:05:06
13,33,2006-08-20,15:05:06,15:05:06
14,15,2006-08-20,15:05:06,15:05:19
14,21,2006-08-20,15:05:06,15:05:47
14,25,2006-08-20,15:05:06,15:05:06
19,26,2006-08-20,15:05:06,15:05:06
19,49,2006-08-20,15:05:06,15:05:06
21,54,2006-08-20,15:05:06,15:05:06
26,32,2006-08-20,15:05:06,15:05:06
26,49,2006-08-20,15:05:06,15:05:06
30,33,2006-08-20,15:05:06,15:05:06
30,34,2006-08-20,15:05:06,15:05:06
30,38,2006-08-20,15:05:06,15:05:06
30,44,2006-08-20,15:05:06,15:05:06
30,46,2006-08-20,15:05:06,15:05:10
31,41,2006-08-20,15:05:06,15:06:07
31,45,2006-08-20,15:05:06,15:05:06
32,49,2006-08-20,15:05:06,15:05:19
6,11,2006-08-20,15:05:06,15:05:06
13,50,2006-08-20,15:05:07,15:05:07
16,50,2006-08-20,15:05:07,15:05:07
3,50,2006-08-20,15:05:07,15:05:07
4,39,2006-08-20,15:05:07,15:05:07
8,11,2006-08-20,15:05:07,15:05:07
8,9,2006-08-20,15:05:07,15:05:07
11,33,2006-08-20,15:05:08,15:05:08
12,61,2006-08-20,15:05:08,15:05:08
13,33,2006-08-20,15:05:08,15:05:21
15,21,2006-08-20,15:05:08,15:05:34
15,58,2006-08-20,15:05:08,15:05:27
2,15,2006-08-20,15:05:08,15:05:08
27,47,2006-08-20,15:05:08,15:05:08
32,47,2006-08-20,15:05:08,15:05:35
33,38,2006-08-20,15:05:08,15:05:08
33,50,2006-08-20,15:05:08,15:05:24
33,51,2006-08-20,15:05:08,15:05:21
42,47,2006-08-20,15:05:08,15:05:08
57,61,2006-08-20,15:05:08,15:05:08
60,61,2006-08-20,15:05:08,15:05:08
7,25,2006-08-20,15:05:08,15:05:08
7,60,2006-08-20,15:05:08,15:05:08
7,61,2006-08-20,15:05:08,15:05:08
16,34,2006-08-20,15:05:09,15:05:09
17,26,2006-08-20,15:05:09,15:05:23
17,45,2006-08-20,15:05:09,15:05:09
2,15,2006-08-20,15:05:09,15:05:09
2,21,2006-08-20,15:05:09,15:05:25
2,34,2006-08-20,15:05:09,15:05:28
29,39,2006-08-20,15:05:09,15:05:24
34,54,2006-08-20,15:05:09,15:05:28
34,58,2006-08-20,15:05:09,15:05:09
34,59,2006-08-20,15:05:09,15:05:09
36,50,2006-08-20,15:05:09,15:05:09
43,50,2006-08-20,15:05:09,15:05:24
8,50,2006-08-20,15:05:09,15:05:09
11,43,2006-08-20,15:05:10,15:05:10
38,46,2006-08-20,15:05:10,15:05:10
40,46,2006-08-20,15:05:10,15:05:10
43,51,2006-08-20,15:05:10,15:05:10
46,50,2006-08-20,15:05:10,15:06:08
1,15,2006-08-20,15:05:11,15:05:11
1,2,2006-08-20,15:05:11,15:05:24
1,25,2006-08-20,15:05:11,15:05:11
12,57,2006-08-20,15:05:11,15:05:15
1,58,2006-08-20,15:05:11,15:05:27
19,53,2006-08-20,15:05:11,15:05:11
29,56,2006-08-20,15:05:11,15:05:11
31,53,2006-08-20,15:05:11,15:05:11
32,42,2006-08-20,15:05:11,15:05:23
42,45,2006-08-20,15:05:11,15:05:11
5,53,2006-08-20,15:05:11,15:05:11
23,37,2006-08-20,15:05:12,15:05:12
37,39,2006-08-20,15:05:12,15:05:12
4,37,2006-08-20,15:05:12,15:05:12
3,55,2006-08-20,15:05:13,15:05:13
9,55,2006-08-20,15:05:13,15:05:13
15,54,2006-08-20,15:05:14,15:05:14
3,43,2006-08-20,15:05:14,15:05:27
40,43,2006-08-20,15:05:14,15:05:14
8,43,2006-08-20,15:05:14,15:05:14
11,36,2006-08-20,15:05:15,15:05:15
12,23,2006-08-20,15:05:15,15:05:27
1,44,2006-08-20,15:05:15,15:05:15
15,44,2006-08-20,15:05:15,15:05:15
16,44,2006-08-20,15:05:15,15:05:15
18,31,2006-08-20,15:05:15,15:05:15
18,45,2006-08-20,15:05:15,15:05:15
18,49,2006-08-20,15:05:15,15:05:35
30,36,2006-08-20,15:05:15,15:05:15
3,30,2006-08-20,15:05:15,15:05:15
33,36,2006-08-20,15:05:15,15:05:27
35,36,2006-08-20,15:05:15,15:05:15
54,60,2006-08-20,15:05:15,15:05:15
57,60,2006-08-20,15:05:15,15:05:15
9,11,2006-08-20,15:05:15,15:05:18
9,33,2006-08-20,15:05:15,15:05:15
9,43,2006-08-20,15:05:15,15:05:15
9,51,2006-08-20,15:05:15,15:05:15
11,38,2006-08-20,15:05:16,15:05:16
29,56,2006-08-20,15:05:16,15:05:16
30,38,2006-08-20,15:05:16,15:05:16
5,48,2006-08-20,15:05:16,15:05:16
5,53,2006-08-20,15:05:16,15:05:16
58,61,2006-08-20,15:05:16,15:05:27
11,51,2006-08-20,15:05:17,15:05:17
13,35,2006-08-20,15:05:17,15:05:17
13,51,2006-08-20,15:05:17,15:05:23
14,25,2006-08-20,15:05:17,15:05:34
15,25,2006-08-20,15:05:17,15:05:17
1,6,2006-08-20,15:05:17,15:05:17
19,32,2006-08-20,15:05:17,15:05:17
25,58,2006-08-20,15:05:17,15:05:45
28,30,2006-08-20,15:05:17,15:05:30
28,36,2006-08-20,15:05:17,15:05:17
28,46,2006-08-20,15:05:17,15:05:17
32,48,2006-08-20,15:05:17,15:05:49
35,38,2006-08-20,15:05:17,15:05:17
35,40,2006-08-20,15:05:17,15:05:17
35,43,2006-08-20,15:05:17,15:05:17
35,46,2006-08-20,15:05:17,15:05:17
35,50,2006-08-20,15:05:17,15:05:24
50,51,2006-08-20,15:05:17,15:05:20
9,35,2006-08-20,15:05:17,15:05:17
10,53,2006-08-20,15:05:18,15:05:18
20,48,2006-08-20,15:05:18,15:05:18
20,53,2006-08-20,15:05:18,15:05:18
24,53,2006-08-20,15:05:18,15:06:33
3,9,2006-08-20,15:05:18,15:05:18
9,16,2006-08-20,15:05:18,15:05:18
9,40,2006-08-20,15:05:18,15:05:18
9,55,2006-08-20,15:05:18,15:05:18
1,14,2006-08-20,15:05:19,15:05:19
14,34,2006-08-20,15:05:19,15:05:34
15,59,2006-08-20,15:05:19,15:05:22
1,59,2006-08-20,15:05:19,15:05:19
16,35,2006-08-20,15:05:19,15:05:19
16,40,2006-08-20,15:05:19,15:05:19
16,44,2006-08-20,15:05:19,15:05:19
17,48,2006-08-20,15:05:19,15:05:19
21,34,2006-08-20,15:05:19,15:05:34
21,59,2006-08-20,15:05:19,15:05:22
26,48,2006-08-20,15:05:19,15:05:33
27,49,2006-08-20,15:05:19,15:05:35
31,48,2006-08-20,15:05:19,15:05:19
34,59,2006-08-20,15:05:19,15:05:38
45,47,2006-08-20,15:05:19,15:05:19
47,48,2006-08-20,15:05:19,15:05:19
58,59,2006-08-20,15:05:19,15:05:59
6,14,2006-08-20,15:05:19,15:05:19
7,57,2006-08-20,15:05:19,15:05:19
7,58,2006-08-20,15:05:19,15:05:19
8,43,2006-08-20,15:05:19,15:05:19
19,27,2006-08-20,15:05:20,15:05:20
19,31,2006-08-20,15:05:20,15:05:20
19,42,2006-08-20,15:05:20,15:05:20
19,45,2006-08-20,15:05:20,15:05:23
19,48,2006-08-20,15:05:20,15:05:35
27,45,2006-08-20,15:05:20,15:05:20
32,45,2006-08-20,15:05:20,15:05:20
40,51,2006-08-20,15:05:20,15:05:20
43,51,2006-08-20,15:05:20,15:05:20
45,49,2006-08-20,15:05:20,15:05:20
17,20,2006-08-20,15:05:21,15:05:21
17,22,2006-08-20,15:05:21,15:05:21
17,31,2006-08-20,15:05:21,15:05:22
17,41,2006-08-20,15:05:21,15:05:23
17,49,2006-08-20,15:05:21,15:05:21
28,46,2006-08-20,15:05:21,15:05:42
30,33,2006-08-20,15:05:21,15:05:37
35,46,2006-08-20,15:05:21,15:05:21
38,40,2006-08-20,15:05:21,15:05:33
40,46,2006-08-20,15:05:21,15:05:33
46,55,2006-08-20,15:05:21,15:05:37
9,33,2006-08-20,15:05:21,15:05:37
9,40,2006-08-20,15:05:21,15:05:21
9,43,2006-08-20,15:05:21,15:05:21
9,46,2006-08-20,15:05:21,15:05:21
14,59,2006-08-20,15:05:22,15:05:22
22,26,2006-08-20,15:05:22,15:05:22
2,59,2006-08-20,15:05:22,15:05:22
26,31,2006-08-20,15:05:22,15:05:22
26,47,2006-08-20,15:05:22,15:05:22
26,53,2006-08-20,15:05:22,15:05:22
27,31,2006-08-20,15:05:22,15:05:22
27,45,2006-08-20,15:05:22,15:05:54
27,47,2006-08-20,15:05:22,15:05:22
31,32,2006-08-20,15:05:22,15:05:22
31,42,2006-08-20,15:05:22,15:05:22
5,26,2006-08-20,15:05:22,15:05:22
11,51,2006-08-20,15:05:23,15:05:44
16,51,2006-08-20,15:05:23,15:05:23
17,27,2006-08-20,15:05:23,15:05:23
17,47,2006-08-20,15:05:23,15:05:23
19,42,2006-08-20,15:05:23,15:05:23
22,42,2006-08-20,15:05:23,15:05:23
27,41,2006-08-20,15:05:23,15:05:54
27,42,2006-08-20,15:05:23,15:05:34
33,51,2006-08-20,15:05:23,15:05:23
42,49,2006-08-20,15:05:23,15:05:23
45,48,2006-08-20,15:05:23,15:05:23
10,53,2006-08-20,15:05:24,15:05:24
1,21,2006-08-20,15:05:24,15:05:24
16,50,2006-08-20,15:05:24,15:05:24
22,32,2006-08-20,15:05:24,15:05:24
22,42,2006-08-20,15:05:24,15:05:55
23,39,2006-08-20,15:05:24,15:05:39
30,36,2006-08-20,15:05:24,15:06:58
30,50,2006-08-20,15:05:24,15:05:35
37,60,2006-08-20,15:05:24,15:05:24
38,50,2006-08-20,15:05:24,15:05:24
40,50,2006-08-20,15:05:24,15:05:24
4,39,2006-08-20,15:05:24,15:05:24
9,30,2006-08-20,15:05:24,15:05:34
11,43,2006-08-20,15:05:25,15:05:25
11,55,2006-08-20,15:05:25,15:05:45
1,2,2006-08-20,15:05:25,15:05:25
13,35,2006-08-20,15:05:25,15:05:25
13,46,2006-08-20,15:05:25,15:05:25
13,50,2006-08-20,15:05:25,15:05:36
17,19,2006-08-20,15:05:25,15:05:27
17,20,2006-08-20,15:05:25,15:05:25
17,22,2006-08-20,15:05:25,15:05:25
17,48,2006-08-20,15:05:25,15:05:25
19,62,2006-08-20,15:05:25,15:05:25
2,14,2006-08-20,15:05:25,15:05:25
22,62,2006-08-20,15:05:25,15:05:25
2,44,2006-08-20,15:05:25,15:05:25
2,6,2006-08-20,15:05:25,15:06:12
5,17,2006-08-20,15:05:25,15:05:25
53,62,2006-08-20,15:05:25,15:05:42
54,61,2006-08-20,15:05:25,15:05:25
5,62,2006-08-20,15:05:25,15:05:25
9,11,2006-08-20,15:05:25,15:05:34
29,60,2006-08-20,15:05:26,15:05:26
15,34,2006-08-20,15:05:27,15:05:27
17,31,2006-08-20,15:05:27,15:05:27
17,32,2006-08-20,15:05:27,15:05:27
17,41,2006-08-20,15:05:27,15:05:27
36,50,2006-08-20,15:05:27,15:05:27
43,51,2006-08-20,15:05:27,15:05:27
43,55,2006-08-20,15:05:27,15:05:41
6,15,2006-08-20,15:05:27,15:05:27
9,43,2006-08-20,15:05:27,15:05:45
21,25,2006-08-20,15:05:28,15:05:28
25,34,2006-08-20,15:05:28,15:05:28
25,44,2006-08-20,15:05:28,15:05:28
34,61,2006-08-20,15:05:28,15:05:28
44,58,2006-08-20,15:05:28,15:05:28
34,54,2006-08-20,15:05:29,15:05:55
52,54,2006-08-20,15:05:29,15:05:37
16,43,2006-08-20,15:05:30,15:05:30
28,38,2006-08-20,15:05:30,15:05:30
3,16,2006-08-20,15:05:30,15:05:30
35,55,2006-08-20,15:05:30,15:05:41
51,55,2006-08-20,15:05:30,15:05:30
8,11,2006-08-20,15:05:30,15:05:30
8,9,2006-08-20,15:05:30,15:05:30
9,16,2006-08-20,15:05:30,15:05:30
13,38,2006-08-20,15:05:32,15:05:36
22,32,2006-08-20,15:05:32,15:05:32
28,38,2006-08-20,15:05:32,15:05:32
32,42,2006-08-20,15:05:32,15:06:31
32,49,2006-08-20,15:05:32,15:05:39
36,38,2006-08-20,15:05:32,15:05:32
38,50,2006-08-20,15:05:32,15:05:32
33,40,2006-08-20,15:05:33,15:05:33
36,40,2006-08-20,15:05:33,15:06:39
42,48,2006-08-20,15:05:33,15:05:33
5,48,2006-08-20,15:05:33,15:05:33
10,24,2006-08-20,15:05:34,15:05:34
1,21,2006-08-20,15:05:34,15:05:34
14,59,2006-08-20,15:05:34,15:05:34
14,61,2006-08-20,15:05:34,15:05:34
20,24,2006-08-20,15:05:34,15:05:47
2,14,2006-08-20,15:05:34,15:05:34
2,21,2006-08-20,15:05:34,15:05:34
9,35,2006-08-20,15:05:34,15:05:55
9,36,2006-08-20,15:05:34,15:05:34
9,50,2006-08-20,15:05:34,15:05:36
10,19,2006-08-20,15:05:35,15:05:35
13,30,2006-08-20,15:05:35,15:05:35
17,18,2006-08-20,15:05:35,15:05:55
17,26,2006-08-20,15:05:35,15:05:50
17,47,2006-08-20,15:05:35,15:05:35
18,41,2006-08-20,15:05:35,15:05:35
18,42,2006-08-20,15:05:35,15:05:35
19,26,2006-08-20,15:05:35,15:05:35
19,53,2006-08-20,15:05:35,15:05:35
20,26,2006-08-20,15:05:35,15:05:35
27,47,2006-08-20,15:05:35,15:05:35
30,38,2006-08-20,15:05:35,15:05:35
3,11,2006-08-20,15:05:35,15:05:51
3,13,2006-08-20,15:05:35,15:05:35
3,50,2006-08-20,15:05:35,15:05:35
3,51,2006-08-20,15:05:35,15:05:35
41,47,2006-08-20,15:05:35,15:05:48
41,48,2006-08-20,15:05:35,15:06:00
42,47,2006-08-20,15:05:35,15:05:35
42,49,2006-08-20,15:05:35,15:05:35
45,49,2006-08-20,15:05:35,15:05:35
5,18,2006-08-20,15:05:35,15:05:35
1,14,2006-08-20,15:05:36,15:05:36
1,25,2006-08-20,15:05:36,15:05:52
13,33,2006-08-20,15:05:36,15:05:36
13,36,2006-08-20,15:05:36,15:05:36
1,61,2006-08-20,15:05:36,15:05:36
1,8,2006-08-20,15:05:36,15:05:52
50,51,2006-08-20,15:05:36,15:05:44
5,26,2006-08-20,15:05:36,15:05:36
5,27,2006-08-20,15:05:36,15:05:49
5,41,2006-08-20,15:05:36,15:05:49
22,31,2006-08-20,15:05:37,15:05:37
30,46,2006-08-20,15:05:37,15:06:14
33,38,2006-08-20,15:05:37,15:06:00
33,40,2006-08-20,15:05:37,15:05:37
37,52,2006-08-20,15:05:37,15:05:37
40,46,2006-08-20,15:05:37,15:05:37
9,46,2006-08-20,15:05:37,15:06:05
1,59,2006-08-20,15:05:38,15:05:38
